voltage,current,temperature,state_of_charge,charge_cycles,ambient_temp,speed,payload,trip_distance,charging_time,battery_health
345.97595607935637,46.79139558403292,26.0576914666258,83.92985536970791,492,35.58465232913882,45.423608744663014,771.0449573999921,105.67826811998674,165.11402011298242,59.06043512246097
354.5440455014664,44.67609192919579,31.642761193176597,56.57002973740926,546,28.891495960089877,51.369040893541396,410.886004363354,65.15561390627386,229.4684001651195,99.59734767763614
363.24840809955646,50.247345392199776,32.582412494628386,41.50994978371442,987,15.739564492722979,43.27205042545858,291.6026219867509,118.71523779742382,238.55600680694647,91.16009678989178
346.0780390622798,51.447607606324944,26.38318888636325,24.17494324598501,600,29.604243800199544,52.234273677197095,953.3404636942299,130.15790511079672,168.73828608377477,72.91186878719611
357.95133263392466,44.948543966298544,33.34068365275873,86.2676779563139,564,33.33629437606866,48.60817073008186,939.9484548628616,93.0967890487937,122.49879502441901,69.89918594446932
358.8457373217522,44.93907837172951,33.676126871396576,13.81736953626876,699,22.151474858500904,47.12605939706966,862.5340471645804,73.78298533756023,33.35333230066052,65.10337930876614
347.45883022660394,48.22226242723433,27.235328005720042,93.8391834203323,722,28.370344580135672,32.41887927444495,562.7095890309237,110.16560140560671,62.63239532794255,60.13577994633413
349.4408495285845,52.04804512902485,34.86615890399888,23.28185024035317,516,25.42971747942936,57.3449880529193,770.1142113893454,73.23180801246124,228.21165651905622,90.2826152776939
343.655939020405,53.108382713332645,26.145044076827915,40.24448816153507,367,32.46192501468865,36.33286256873688,821.2277770063805,61.19469483238145,84.92024977827855,97.8185848325927
343.47183660951026,52.94125876791608,16.91312444410889,58.20496378951577,884,26.90313087685727,40.78960631868958,609.6456835145036,97.9367649340593,112.75099027722207,56.56016135395027
369.4839773001818,44.14932107196044,26.093845637199344,31.73554059016463,843,28.729089779647563,58.83640571085535,253.42641909146664,14.393676695769962,70.51434830707461,57.24882469828201
361.46845469370595,51.82130499370448,31.54681275872637,40.425297535098494,716,30.903290573023604,53.050995696562524,965.9486646296915,36.490427910145904,161.52147001337798,52.753861402255346
342.8858011708421,45.23111689179746,34.7033699731674,47.24294286495465,722,26.899285679700483,48.030719466378414,717.6095632880044,146.6444842451445,155.56877889210165,65.75719307446893
354.0869917835273,59.75378102223091,30.21307795960094,32.042735903810886,141,25.674140334769334,52.28238298458988,513.9327119786262,40.43919862462005,211.5438482002579,92.94825311244787
346.24229992994765,55.35928709416402,30.244215627484767,88.05702331221586,629,37.30092952311022,49.034912315821295,739.5265120484244,122.1659609189576,57.76789247482309,96.85297423027495
344.06561032699983,59.79252415173113,27.252908260945375,62.61733062014727,92,29.41558307507124,42.85150959953653,366.2926912493135,146.39936350816737,87.5493546388903,55.675176287429366
350.0540447159663,52.90051891894568,43.79014932699826,11.762719288163733,378,34.66300629309663,62.27232818146153,985.3647457289326,148.57827276974155,215.58512486456738,53.49768117450387
349.1637524079662,51.345970970698744,28.52891480214331,80.94241598093126,408,26.98262420747274,40.98094967080691,777.3333796345235,128.85261713191153,187.58550439160263,70.94929053463744
358.13513284950125,59.67499818129469,29.374722182683968,49.37142734497687,871,33.12891368601312,32.317412948134304,898.2051281978663,46.12226441484813,190.34792740889552,57.03743302595458
342.75743280664744,42.16153288395868,37.00154904712017,81.2742247087469,66,28.438656666148127,60.673287139594485,255.1343401886542,93.61947988458591,225.84751465295975,53.141587508489565
364.35956361923587,50.3946291788222,35.049299941464454,59.29010601963188,155,27.34619130350394,42.34685874360028,650.6631130766156,115.08835493068432,139.37420110821867,98.22479417317814
353.1158751496832,48.66012507352006,31.235485579550637,90.28458714106792,380,31.01479381778199,38.75225961903931,517.977890886114,36.26113232103336,84.70510147244256,70.66820909696156
350.6879206140571,47.38587911631315,31.14771022731433,36.61966170708959,927,23.201277100465756,58.09464318800668,368.39602915457056,6.085629213255823,207.49725311602313,87.78122201941602
349.55799752218445,50.51918839056179,30.961468435878892,34.46181986696736,909,30.882883280106352,45.16154281057152,751.7970324677547,65.64825701041228,132.70798217567645,62.17605446554979
355.29789443383925,51.894504251068724,30.23736549904942,86.53185490456882,562,22.270056995689256,47.86667200505022,783.2715396760333,106.33512026840572,106.0938780978334,50.98707959117662
350.6374573109468,52.09421751069215,28.9146226189494,84.11457010479143,212,29.86944548679156,44.70836328850827,980.8698333851003,101.8563232276165,173.62745682203246,99.64271330412888
345.5813746900143,48.4729802883821,29.990942622317117,56.56512131382512,142,31.852642678564532,52.89032903144577,220.56530130614522,134.82046857199384,58.361509253440126,71.62995804379777
354.212653250342,50.80528434877981,22.87179536642177,18.43408222059305,467,27.3630569171085,43.815947253867165,770.4269459199504,120.2764270277517,93.12878599002154,71.66558194573898
339.6331665110694,54.45849159247119,22.91472147568706,80.21101523590661,820,24.712449843009644,47.462597100093944,255.05380907967447,65.85095420109583,239.22190595707693,95.55542918623603
342.06138772914966,43.17209024888537,34.06799517703314,35.09630555471526,242,32.14444265775676,31.581465467560836,765.7848681314995,13.792126255972155,118.80530949984514,70.1584391100528
355.78369285024377,50.400257629948854,31.966898448157675,76.44811093729173,87,24.966001100711203,50.46630193835455,443.31042307287936,60.68579263471513,142.56951193441483,68.91546122027073
352.47372158453317,42.93715490776917,26.73890422990727,58.78286151956075,55,25.761153599553047,39.87878230028345,735.9555692636509,134.20210600040073,233.2558211137336,72.40198855009045
335.3875591381903,51.67155915773797,37.713111259371715,27.762149476208535,943,30.7786986401743,41.05752336212057,811.1966452104327,127.11762676582607,230.78695467588756,81.13073640173994
354.9173889019252,47.69751564465704,27.59699650523736,33.980186203756936,259,32.439068426585386,29.80585787801519,930.6244986002694,129.61547462290696,135.1120735871878,79.36293395463323
351.3516617656607,40.75945667475783,35.13843942368542,74.05375886874921,738,26.237658032746715,50.21945880241129,223.9066322601979,113.89569765834636,177.1782362899753,88.78499689150121
345.51923302672594,49.26696388405667,28.108573251772217,82.79049819666679,377,34.44115418078339,42.70179043330968,984.932174408735,82.12763344178427,228.1579318842712,87.19736335443135
343.72989043879164,49.71116238565664,26.184899712950678,26.004613874786564,165,27.3763420165319,44.71611928272798,757.5056634160115,26.30365335887035,191.20168068516898,91.37317643827004
358.523509150554,47.84912836804356,35.56959118217916,17.05773912531314,927,30.664272208225803,37.8524577905873,528.2698645247383,121.96588353877242,110.75335455303589,85.42922435680012
355.0281721522924,45.758218128902925,31.765368981216728,19.785727958609378,93,30.004150247180085,51.24258887767344,333.94414488371297,56.168813297792624,214.47909455310304,96.01957737542782
356.0723059534523,47.479487821064936,36.843471732484325,99.27855633122233,899,22.61902003267931,26.86191948399197,674.0827544887591,14.89351628937351,30.37419339040572,51.9511851711073
345.5656886613567,44.66826034391701,25.699594016631664,32.85379722314593,706,22.56768020206874,45.24768864018765,523.7998045938828,144.57729457540768,23.414083913170675,94.70751934721196
345.97780460181986,48.6966048538719,31.00819786776688,56.87852767356549,917,28.22582674693757,33.77205516387053,526.5241789104956,110.97922475151655,172.81854258083143,85.34573434894821
358.78540357716935,47.24820912323537,15.958118166321103,40.86938567830549,73,26.957779264708318,52.232542344104345,397.5784707120753,82.33232766292649,223.31016788987327,70.41450089998203
346.9696894605548,54.44550795503628,36.343421378446706,62.92455381809345,448,31.30250378840867,46.69651046533619,476.9251128540265,94.64641431368403,217.44329110110746,62.8109601159812
347.06388878560927,50.99931675597831,30.440063778020374,91.61035975579819,146,24.793300540242495,64.99980250230611,288.5072666121573,35.0333014814113,167.83228628665339,79.90504775893191
320.1540540347724,50.130610165414154,25.83951972713502,78.85690214139231,796,33.1255024831256,38.60386334619796,328.7189117415585,11.115189269917202,119.0615786758725,92.07038928434423
358.49178059157373,47.887942358024105,30.845573883119616,25.363548480733876,443,27.782251290146455,37.324394091430115,623.4976556951694,118.27396652514823,42.35991426965266,70.91464568757837
343.0068184802796,45.11704921285982,32.89617959100698,79.65573645172505,617,35.463607311389616,51.12392299849131,487.7656627712058,137.34574057050406,88.65695691549175,82.24969946482483
360.7183439986176,44.173867775923505,29.741584401531924,53.3270748845609,71,32.806442627123396,43.221163503976584,785.6784464189523,69.85166411207426,171.34578279167653,85.6043631366112
352.1572670931571,56.43963870079926,33.116836273114096,59.16978109319244,452,31.074554563924803,35.99637427250602,974.9636805490879,147.78740029287064,130.9754101990416,50.05165814634015
369.38194320767457,43.758927208748254,32.61196971791454,14.151517289742477,96,29.947351111536154,47.250963562711355,824.3374510739031,47.10751396337704,60.66665372131036,84.05482604401986
348.23931233810885,51.940231878304424,30.339976524411977,79.35347552371925,979,24.288526235057738,41.80293285779122,242.1038875659506,20.646494081977654,225.6995133322522,75.51536927066205
351.59440619544904,55.40224134473142,31.196174648368448,22.490847014841275,848,22.774990897973908,42.18404405152642,837.882107560453,84.27883665388045,202.2897172425992,85.39558877083438
334.5058195822001,52.07998880135573,30.118813426556738,24.59372607669318,528,36.65873460525363,54.90955601397744,522.1417193995202,119.64081164454875,164.42151790742116,51.222978100673906
359.2895354946909,53.025097604662996,37.59315276506957,59.82768306166337,781,29.7578076606085,43.729354516521205,669.7541336331971,65.3233725089216,222.3321743702153,84.57728806004108
360.87446698258316,53.42658941978376,28.99657649492701,60.137901287400595,218,25.023595596804114,59.77051931404251,923.1284606868074,99.38402817481395,206.2435100876841,75.2760278107242
361.8606827156172,49.154496668028294,35.95865714019273,75.31122961038503,754,30.296694840597617,51.17691525211309,646.4711062946801,131.23629829789206,229.94981650577964,89.70983230451054
344.7151600192784,50.69324886599126,24.405097245436416,98.79862875780438,760,29.867229138797157,41.569880410251706,720.1094541990993,40.594572263608995,93.4836851155689,80.00894502913285
338.04679327155475,51.50010995103211,33.21891980147772,44.657064201474576,624,24.022092000972503,55.900156498081046,602.9349461624066,82.4233425877401,114.58435251739517,79.80684568503834
355.4008406763568,53.90238420663124,27.833069057653148,57.55148081365212,557,25.20420724593599,54.24250494766312,794.1146846086097,33.368977401520254,154.89417945761573,62.387434749776716
346.91533208467945,47.384252536454625,40.650071060435025,70.37757642046111,566,31.741554054808365,41.04212174156473,416.3552334436811,77.87873423729313,171.0801885710089,58.51488644900106
348.0166849196913,41.90096775651692,36.975282237142515,36.73574546715987,745,29.872380439792245,67.80328118952215,267.4047470283118,28.753179159743986,157.01408348236328,92.50690280650987
345.5630723022251,50.45687772646105,26.86278055091195,27.322056764153547,213,24.07660442937076,61.691022164056136,691.8188465372937,91.84212801695588,119.20572216372331,64.80936225586991
344.0402151714448,52.86135033653797,25.567892014025745,55.38694239836265,607,30.232067960646543,28.99300733085908,354.8587415056261,67.74198729509925,45.44584112193132,57.006338653984216
336.949482320841,47.375701724749646,40.70978903727516,55.54068877983594,215,24.96846191622648,48.27121002005448,902.1914935553663,90.31031980025917,187.9631659365887,57.01320561053295
334.9838799116199,54.659216607331985,45.00123014862497,92.98146024527135,342,31.08409993246061,33.9186745961781,522.8242433470424,29.14051418044715,207.0986140380963,60.87810775401588
347.95991619149123,57.5609816868704,38.890340463087625,18.491783487879914,780,25.377035065224284,63.060898979196786,949.7921220345448,129.29918406016264,91.56265775203077,57.79151462777252
340.0876441633244,50.61786065833241,29.934632440016166,95.98808207051516,519,22.69754258803493,39.06985219558996,787.4222676024764,101.67096092193361,136.79133783608503,65.07668626189658
352.3370395605066,52.03151079339905,28.583616364510235,78.4093717387222,585,26.5304826879717,43.80633137970271,941.396126070406,41.91923637195102,189.23245435589328,73.65966628045278
357.12964191034155,45.99343735359588,22.007145417792945,41.72457514827593,232,26.18750738437595,37.02427311968553,937.3775952026236,40.09448048685878,105.42814401214497,71.53280465318879
343.67154424673333,50.86162712406443,29.803368071771907,18.612154445309447,399,27.134242271919682,41.968555526624705,410.574113550173,114.3763111057398,132.3449960142049,99.48358908660936
359.4780716707718,48.22075105435489,36.25925131488741,36.56631316505333,926,29.699508166485906,61.316262387126685,594.4128850419493,64.63675598264038,56.26726587187503,62.15061673183375
337.84251927057085,43.86378799158602,30.71533164097173,95.68526005020237,983,29.51794698742036,43.951043782793505,910.8847934715651,136.21362131276487,118.14643521401247,59.33952748205595
357.6369536387506,53.2922799618985,29.914919307405412,93.64976817937635,759,33.83337251954411,37.404297971603214,864.7219226540258,58.316474454018596,112.663850694746,96.95309214839955
352.30571450057215,47.29578020901326,37.9993742240561,23.399197913934998,520,18.528155138124532,35.91333143788603,605.5727336988834,122.1395345251007,138.54060957577855,82.7399460465175
341.9902374249586,43.645608941271725,34.089714203690306,92.86120165136684,115,23.1916745918369,49.59698327971588,290.8251212823146,26.292929071178982,64.72177554352615,70.47367685085806
349.9199413619429,52.902862322629375,33.26972899906919,71.92543151280518,100,26.940475599234087,40.270950914812275,773.2699856594284,60.34718374658339,42.86830144688112,80.94054900398604
350.1716371538175,51.57994885438554,34.962281053284904,63.88768856573709,976,26.800347236693035,60.62737860496165,535.1843021604161,94.63035205767775,124.42384774738866,85.94183439983911
361.3531453953507,56.04371870651395,29.277962803176575,61.768650471087625,67,21.759865307637284,42.468477783685294,847.4602779628362,39.84799985586248,215.82656324795698,63.9481941682961
352.84318456681837,48.3604510519343,36.912045718213434,22.344138827469372,51,29.850495719925394,52.43227605105844,900.6428100082654,71.46878939513124,26.540951243731342,60.261228182379085
355.04295889692634,55.14464870477978,34.60799765865339,20.557529212426378,689,28.16920474931466,36.55250025863112,488.4205128069218,29.68659835477421,205.3956055293178,62.62499328617484
345.0437430497491,36.82636372386312,30.67319097965987,73.60428479466374,282,22.064559938811655,24.041523091552715,621.8247278642664,22.56757609663771,136.07152107230058,88.75868200454967
358.9374295401465,41.641111411277166,32.60612165826443,14.278849269946587,571,28.46223710096569,53.569468109784495,946.0475369184128,31.230772933974727,114.95104594999138,99.27194994321964
350.5985354437999,38.81638285797515,26.149667568436538,86.62026659520754,454,25.326097453149433,37.53949566648349,320.2597699820508,89.55554696921166,208.36768024784814,56.226975080950794
352.0992149556376,56.15893440022756,35.575156165691524,26.32953623322862,913,28.329753299824347,38.67012143503328,695.9443989772512,95.89846540692686,140.9025452660871,51.855405880791956
353.9347282683114,58.282185946399395,18.06702498318069,20.05994634375605,70,28.10855148192886,52.67783953803676,281.74633317650733,122.658498761277,173.23914970579924,59.36050010065077
352.40125190472986,51.37137846727546,31.34953739837968,18.487660371375796,507,25.482296627204352,55.6758228065934,956.6031287366922,129.3748317676003,158.27843669403723,94.57390320628977
342.5917337454679,54.000033688241466,33.344294268016945,97.80884605731451,680,26.869948416036152,47.41654279541572,511.73882549574694,19.092923831909427,90.13946790974302,52.20772574292133
341.8047326146727,47.14414125600452,28.021349235057585,71.07459002117479,72,34.66081959216919,56.08810752793388,989.956474144944,26.717655435816457,202.31534887559496,93.56202844100653
351.48517685770975,54.4711977069623,28.087221451732642,60.143213980704815,907,33.05551440363515,37.898862629273275,490.50987097336184,126.8939434023519,68.33947172838415,76.8155263131018
343.8053397316377,38.52040461868339,31.207426696143898,17.609775511362976,436,25.77595534741198,35.72687626818556,896.3359683106662,91.70424925525587,150.76750535625396,99.90092579257684
336.0034095988934,39.40752369122825,41.20805159264755,69.08784971975476,743,25.88915533361319,40.76456189422413,552.1796560860618,13.276691948313216,32.472978420300535,58.68163895175648
345.2053451100898,50.641169164927426,33.37416781282362,44.58857761714168,758,35.481731273126044,59.637504708804286,436.98455756797216,42.94452343026002,112.78260262179347,93.65900158367451
358.4224741575421,54.313511646445946,34.56965666673966,81.32082726975892,401,24.57832838806587,53.9025704604905,329.64540487149327,16.847260066784536,101.15399740287192,97.37594250408125
354.62217603468883,55.01776772530181,22.808358155727298,21.985179726785873,536,19.91371727843781,39.948931162213555,283.99884312801134,124.51353733999733,233.4808814887749,70.21993203112558
325.5586088862612,45.83051866086782,37.465764116496246,84.66219186026656,257,28.281840262092977,36.55855230082468,500.36528661925985,69.98792609859937,231.54331588225,80.1384376186379
346.65084025762513,53.71411844805672,31.69130523094649,24.433310715527078,157,24.752519151368368,33.25559938472918,970.0214078375918,41.61028196152368,43.325345599163725,83.19668385114647
356.0989575984446,40.83546218145963,40.03901693318843,38.009975719519005,973,38.79495396197074,56.33124710192466,245.32992930038347,78.24497838395844,135.096477866158,66.08448320158483
338.20445276596786,49.07169879017032,28.978463404744566,93.98259844020882,978,31.613451592574823,25.84736558981524,442.51599262503606,14.115092690179543,160.92091469409166,92.23115800747456
327.4752657363985,54.10454719176345,21.966036558599733,70.30073317483053,305,22.483190210961336,32.948609228632485,583.8964384674132,138.09199782860628,111.23287905934285,71.80362422868069
359.2378017427234,58.03186368649537,32.284309445026864,60.62750234830584,957,26.545387460099597,38.720282430005476,967.8312053310715,77.42382906997801,89.35646095996093,97.12123867503652
359.9205134522401,55.24848109459522,34.40012398121068,59.364069997675635,544,21.720246361703566,63.97333517362459,770.9983784803167,134.39206368983653,35.174685366541716,93.66542115837075
341.5286840785624,49.13914588382995,28.82541399592447,15.822423084450206,285,25.039200103219418,53.182209496303024,276.2060872243459,58.77136984801425,21.158783231151233,58.08639039331436
332.92592154628284,52.87719670954975,23.68484728501698,66.66121523610576,992,29.09718526330769,47.2620761977773,323.99791806858235,57.21100547840813,124.46796033550392,60.935935810524306
347.56006692977803,42.56345970109922,27.33799010270901,98.92885912069009,266,30.62232282235259,32.491552912821994,950.0978836251487,129.1108959452651,195.39998966623273,57.90074450276772
368.13813133822885,45.97082960796698,22.798703600899994,51.25006279414624,940,24.54229202878892,37.54119769603137,327.698510510755,7.397853983352322,208.7852398327517,60.75679946417889
341.58509891466497,42.40975617910529,31.49461618169926,47.33714604039463,423,27.56553418022315,52.47991395956906,337.1610308251707,71.69862393353951,138.99525307751526,93.2557193237031
337.6630023481572,59.17869959053168,33.5153480360904,10.075020361143084,399,21.05848616684127,42.60622345607781,777.1685600840154,48.506904904389465,218.097219701214,94.48305368714988
354.0054182843986,53.32343362808774,35.04104933576971,97.97358324562623,275,24.4667705320569,50.54337761131145,883.9950223895283,12.540651137721637,148.45056803839879,96.64899694734386
335.02628868398784,55.59166333903515,26.56817729925971,77.3115704970489,102,29.759662190904518,49.379720389643055,779.5364104916024,10.894576898378173,61.25031077779937,88.79625832901709
346.5687683634508,52.32661870233396,30.81847265989161,41.64284784845911,75,36.13711457847192,40.05028676805937,540.5169924433221,56.55380581302755,154.25515134998952,69.81713072583187
357.15754676315913,52.13925962385252,29.620299985976445,17.92893762974051,389,27.642960239850673,51.46672527595391,798.1237187551396,74.19748275027315,115.8711727584636,71.35699528701873
344.3188353221275,46.843886410437236,34.68356273417257,43.69250142101542,968,29.128304121929407,56.268660969549586,852.485638945671,149.00065402257303,200.65924996608072,74.88370705908524
337.24254409460036,34.13143609343982,33.820008503318924,48.73628249749199,780,26.554027704119008,44.35718416876668,221.96050232181986,133.60647010179864,182.70702188767095,54.67770755603243
345.9602821959978,54.86325235978079,30.543287378742537,90.59616987258073,934,27.418315550567932,46.335307198658334,369.68995430385087,77.97665459807396,157.5131997198147,86.27893824213962
361.75586019074933,57.1777667461581,31.03873162423937,17.6921646542436,166,25.85715592970772,27.690491247701537,539.9749889246411,27.77349923795019,130.3110775518615,59.34276464563396
356.6821143951714,54.43913484892511,30.017495026670094,97.83819903181205,458,27.933435169721555,37.446099348314746,375.6627801074747,132.05179469544322,120.88712088291497,91.21465599750324
354.384797201059,53.12566350766432,29.00711509286013,78.72663004851712,229,31.430733978605293,35.94461634048358,626.9388893442997,92.77646412352135,239.74978321190434,52.4985162253262
361.9373499339998,50.83628927815919,24.672885213589677,14.661331196134029,916,30.9300372234475,27.986174152326516,252.341730616771,85.76596822693149,180.31147892145546,70.16669453272236
361.87057666002664,46.14737634746206,32.6310257969982,26.728275934550144,295,31.241084701433113,47.49786516615165,966.2518103683918,17.601921034742087,191.78592601619482,95.38375086538169
361.12856345714584,49.25199489516651,23.509471872571687,80.55608774287612,874,36.078337056960436,39.32292786575375,531.1147185967127,105.55696074974607,131.9224479900845,88.67330117012597
352.31430492764264,49.7786171071103,28.677491461824438,42.94945526926497,391,31.78620652702243,59.79840907424607,408.1603547857177,52.43533898858659,222.93455861046903,66.32330368909535
347.519540308893,50.91753323289079,30.276188233703742,70.68735977873507,222,19.612483901878072,47.686019418332926,290.2419900957277,134.41782299894768,162.91463569775837,61.55140239892954
349.1468585750967,45.470415772654746,30.702656935049745,85.50652806711021,365,32.47723614498116,33.17427672356184,622.3046527959378,11.881605818409286,224.6169283306186,67.28846608817614
343.6675040976526,51.761670310560646,33.680279052222566,10.662764576267957,214,30.124236870435652,56.23042603270281,320.85842609925794,140.95332439112062,62.50132955882845,84.12450171162158
347.6450311906158,47.04507430805114,40.16141402687446,28.34058938988636,733,28.746419279832335,34.87506730445307,239.5934150851163,11.74523534360474,233.16194081311386,58.26466538549544
356.5176541751238,54.00408796165737,33.98083148048586,70.06540283853914,482,24.774027027142843,35.28081237327782,307.47809620517694,36.98409873695097,95.86715095057598,90.49140561643412
356.5154961059403,57.35951548420352,33.56111793601461,27.851071454281392,125,32.09913183489159,49.75968989033342,216.47670487498303,139.87086893461264,209.32884319035867,58.845925588355335
352.38485121939914,46.490879656634746,34.916615883288806,13.105132427415771,189,25.293153056516697,38.77569274665022,946.6481062873587,54.17492671073594,78.11562898105021,93.7074160458132
351.87520517085466,54.751369959231816,41.55438593677903,11.695130469803054,960,30.33056468492719,45.784719624654635,252.72068465106753,55.994377178410716,23.074070351890096,83.50958964027724
367.2731759606029,36.21453755945656,31.37846990838913,96.5275663973461,406,27.553651923422507,40.35833406009447,754.4408057947046,55.91116544821588,213.268114482277,54.416558000448894
357.0960458020174,49.45347414112099,25.2691376066681,82.24057501925107,600,33.23895391547983,40.49829177890187,772.470903397532,46.41172439190444,112.38828291553187,54.77725008790218
356.3606045826001,60.75992219031377,31.83802728742952,86.5047490967889,509,30.680776822675384,60.026911703336836,539.5112428473124,56.140941167102184,63.7242995749196,93.72384022211905
362.4160007557242,53.276315711567335,23.074405471401587,77.4932755535048,526,26.274475511232325,48.98658285153196,578.1907171577145,34.55067010023386,42.239833587676,91.38128007759818
348.887270516609,46.20629924188311,20.790794207194036,93.31562589235922,575,32.20464192135627,42.12258187900492,855.5254422290441,53.482197939406184,142.8846959411331,88.38405119763956
349.8624685117053,47.06244994663871,35.77011467813487,83.30772505449809,638,29.833697164116984,31.43072182873702,852.2461033236431,99.12793402837043,84.63464771687555,59.21088065562815
341.8473940903385,57.344444373569914,22.190552343066543,15.818472475243665,404,31.201846635656423,55.46630054510158,221.85997316123337,131.11079913867005,170.4592660028597,78.36385820841097
341.4439137315038,54.21909446623705,34.711035135278685,44.977957371944285,445,23.46653102880859,32.682936034617015,846.8135054597973,27.556456643686342,145.405405197657,78.3835679909031
361.9028004865718,53.5343941349495,34.20622423371279,19.684706985266644,126,29.940142566011666,43.96165231628704,593.9275759258605,100.64107314505954,236.97970587632594,63.33693518085231
365.36705843215975,60.38405001894937,39.1298896162887,74.85454080225539,357,26.59905655279013,65.46943274248747,615.2698061580999,99.4353445186347,47.95219998273034,60.209679271225745
349.7819646543886,47.41601041010174,22.873251275080015,33.496677233350965,959,34.31328856578834,50.90859902444742,231.02875228472354,72.22317159916251,55.80567204268059,73.5008311093946
346.246946383077,58.59534341733324,31.114415804532356,66.96924780528317,406,22.378063014394264,37.41114143668844,939.1028435335469,44.35188428365841,167.139546354499,69.68927942137857
358.28865471436865,55.484133216374765,40.199124271310225,43.387478386155806,378,33.44103503510739,45.43063705143913,672.4728005829345,64.36881828699015,233.338709691396,70.32400257334953
359.78613587716995,49.87822130520725,36.24705719606821,15.58158567067344,201,29.355685318712574,49.416747684682605,524.2950059055147,145.64444732837254,95.57262853198719,82.63648286673062
336.55333905376204,47.89431044721972,29.7953252306069,96.0218561463069,799,31.146941255682886,43.86929871028657,625.7880854897712,30.450933029857765,219.40978988840672,72.8769138358181
337.8530102748198,49.41615943662857,41.81574244848129,44.76655750449337,193,31.01253566736506,51.86685673988686,759.0542443035781,24.928583306441396,170.4322710207228,91.9919600983588
